filename,audio_path,video_path,text,label
sample_001123,data/raw/audio\sample_001123.wav,data/raw/video\sample_001123.mp4,"An average performance, could be better.",1
sample_008709,data/raw/audio\sample_008709.wav,data/raw/video\sample_008709.mp4,"Great film, emotional and powerful.",2
sample_004049,data/raw/audio\sample_004049.wav,data/raw/video\sample_004049.mp4,"This was terrible, I hated every moment.",0
sample_007640,data/raw/audio\sample_007640.wav,data/raw/video\sample_007640.mp4,"An average performance, could be better.",1
sample_000765,data/raw/audio\sample_000765.wav,data/raw/video\sample_000765.mp4,"Awful experience, not worth watching.",0
sample_002344,data/raw/audio\sample_002344.wav,data/raw/video\sample_002344.mp4,"It was okay, not great but not bad either.",1
sample_004071,data/raw/audio\sample_004071.wav,data/raw/video\sample_004071.mp4,"An average performance, could be better.",1
sample_007216,data/raw/audio\sample_007216.wav,data/raw/video\sample_007216.mp4,"It was okay, not great but not bad either.",1
sample_004216,data/raw/audio\sample_004216.wav,data/raw/video\sample_004216.mp4,"Wonderful, exceeded all expectations!",2
sample_007952,data/raw/audio\sample_007952.wav,data/raw/video\sample_007952.mp4,"Wonderful, exceeded all expectations!",2
sample_005970,data/raw/audio\sample_005970.wav,data/raw/video\sample_005970.mp4,Mediocre storyline but decent acting.,1
sample_003350,data/raw/audio\sample_003350.wav,data/raw/video\sample_003350.mp4,"It was okay, not great but not bad either.",1
sample_004695,data/raw/audio\sample_004695.wav,data/raw/video\sample_004695.mp4,"This was terrible, I hated every moment.",0
sample_003399,data/raw/audio\sample_003399.wav,data/raw/video\sample_003399.mp4,"Completely disappointed, waste of time.",0
sample_004081,data/raw/audio\sample_004081.wav,data/raw/video\sample_004081.mp4,"Great film, emotional and powerful.",2
sample_009149,data/raw/audio\sample_009149.wav,data/raw/video\sample_009149.mp4,"Completely disappointed, waste of time.",0
sample_001224,data/raw/audio\sample_001224.wav,data/raw/video\sample_001224.mp4,"Absolutely loved it, fantastic experience!",2
sample_006292,data/raw/audio\sample_006292.wav,data/raw/video\sample_006292.mp4,"It was okay, not great but not bad either.",1
sample_003122,data/raw/audio\sample_003122.wav,data/raw/video\sample_003122.mp4,"This was terrible, I hated every moment.",0
sample_000510,data/raw/audio\sample_000510.wav,data/raw/video\sample_000510.mp4,"Absolutely loved it, fantastic experience!",2
sample_005794,data/raw/audio\sample_005794.wav,data/raw/video\sample_005794.mp4,"Completely disappointed, waste of time.",0
sample_008181,data/raw/audio\sample_008181.wav,data/raw/video\sample_008181.mp4,"This was terrible, I hated every moment.",0
sample_009417,data/raw/audio\sample_009417.wav,data/raw/video\sample_009417.mp4,"Absolutely loved it, fantastic experience!",2
sample_000096,data/raw/audio\sample_000096.wav,data/raw/video\sample_000096.mp4,"Completely disappointed, waste of time.",0
sample_006681,data/raw/audio\sample_006681.wav,data/raw/video\sample_006681.mp4,"Great film, emotional and powerful.",2
sample_001512,data/raw/audio\sample_001512.wav,data/raw/video\sample_001512.mp4,"An average performance, could be better.",1
sample_008791,data/raw/audio\sample_008791.wav,data/raw/video\sample_008791.mp4,"This was terrible, I hated every moment.",0
sample_000119,data/raw/audio\sample_000119.wav,data/raw/video\sample_000119.mp4,"An average performance, could be better.",1
sample_007791,data/raw/audio\sample_007791.wav,data/raw/video\sample_007791.mp4,"Great film, emotional and powerful.",2
sample_006517,data/raw/audio\sample_006517.wav,data/raw/video\sample_006517.mp4,Mediocre storyline but decent acting.,1
sample_000033,data/raw/audio\sample_000033.wav,data/raw/video\sample_000033.mp4,"Wonderful, exceeded all expectations!",2
sample_007887,data/raw/audio\sample_007887.wav,data/raw/video\sample_007887.mp4,"An average performance, could be better.",1
sample_006830,data/raw/audio\sample_006830.wav,data/raw/video\sample_006830.mp4,"Completely disappointed, waste of time.",0
sample_005421,data/raw/audio\sample_005421.wav,data/raw/video\sample_005421.mp4,"Great film, emotional and powerful.",2
sample_001068,data/raw/audio\sample_001068.wav,data/raw/video\sample_001068.mp4,"Absolutely loved it, fantastic experience!",2
sample_001347,data/raw/audio\sample_001347.wav,data/raw/video\sample_001347.mp4,"Awful experience, not worth watching.",0
sample_004747,data/raw/audio\sample_004747.wav,data/raw/video\sample_004747.mp4,"An average performance, could be better.",1
sample_006005,data/raw/audio\sample_006005.wav,data/raw/video\sample_006005.mp4,"Wonderful, exceeded all expectations!",2
sample_006039,data/raw/audio\sample_006039.wav,data/raw/video\sample_006039.mp4,"Great film, emotional and powerful.",2
sample_003817,data/raw/audio\sample_003817.wav,data/raw/video\sample_003817.mp4,"Awful experience, not worth watching.",0
sample_008446,data/raw/audio\sample_008446.wav,data/raw/video\sample_008446.mp4,"Awful experience, not worth watching.",0
sample_005269,data/raw/audio\sample_005269.wav,data/raw/video\sample_005269.mp4,"Great film, emotional and powerful.",2
sample_006897,data/raw/audio\sample_006897.wav,data/raw/video\sample_006897.mp4,"This was terrible, I hated every moment.",0
sample_005309,data/raw/audio\sample_005309.wav,data/raw/video\sample_005309.mp4,Mediocre storyline but decent acting.,1
sample_000031,data/raw/audio\sample_000031.wav,data/raw/video\sample_000031.mp4,"Great film, emotional and powerful.",2
sample_005674,data/raw/audio\sample_005674.wav,data/raw/video\sample_005674.mp4,Mediocre storyline but decent acting.,1
sample_004386,data/raw/audio\sample_004386.wav,data/raw/video\sample_004386.mp4,"Absolutely loved it, fantastic experience!",2
sample_000029,data/raw/audio\sample_000029.wav,data/raw/video\sample_000029.mp4,Mediocre storyline but decent acting.,1
sample_004202,data/raw/audio\sample_004202.wav,data/raw/video\sample_004202.mp4,"Completely disappointed, waste of time.",0
sample_007507,data/raw/audio\sample_007507.wav,data/raw/video\sample_007507.mp4,"Awful experience, not worth watching.",0
sample_000735,data/raw/audio\sample_000735.wav,data/raw/video\sample_000735.mp4,"It was okay, not great but not bad either.",1
sample_002067,data/raw/audio\sample_002067.wav,data/raw/video\sample_002067.mp4,"Absolutely loved it, fantastic experience!",2
sample_000106,data/raw/audio\sample_000106.wav,data/raw/video\sample_000106.mp4,"Awful experience, not worth watching.",0
sample_009644,data/raw/audio\sample_009644.wav,data/raw/video\sample_009644.mp4,Mediocre storyline but decent acting.,1
sample_008894,data/raw/audio\sample_008894.wav,data/raw/video\sample_008894.mp4,"It was okay, not great but not bad either.",1
sample_008020,data/raw/audio\sample_008020.wav,data/raw/video\sample_008020.mp4,"Wonderful, exceeded all expectations!",2
sample_002232,data/raw/audio\sample_002232.wav,data/raw/video\sample_002232.mp4,"Absolutely loved it, fantastic experience!",2
sample_000993,data/raw/audio\sample_000993.wav,data/raw/video\sample_000993.mp4,"Wonderful, exceeded all expectations!",2
sample_009412,data/raw/audio\sample_009412.wav,data/raw/video\sample_009412.mp4,Mediocre storyline but decent acting.,1
sample_007058,data/raw/audio\sample_007058.wav,data/raw/video\sample_007058.mp4,"Great film, emotional and powerful.",2
sample_006789,data/raw/audio\sample_006789.wav,data/raw/video\sample_006789.mp4,Mediocre storyline but decent acting.,1
sample_000360,data/raw/audio\sample_000360.wav,data/raw/video\sample_000360.mp4,Mediocre storyline but decent acting.,1
sample_000304,data/raw/audio\sample_000304.wav,data/raw/video\sample_000304.mp4,"Completely disappointed, waste of time.",0
sample_002627,data/raw/audio\sample_002627.wav,data/raw/video\sample_002627.mp4,"This was terrible, I hated every moment.",0
sample_008965,data/raw/audio\sample_008965.wav,data/raw/video\sample_008965.mp4,"An average performance, could be better.",1
sample_004513,data/raw/audio\sample_004513.wav,data/raw/video\sample_004513.mp4,"It was okay, not great but not bad either.",1
sample_005910,data/raw/audio\sample_005910.wav,data/raw/video\sample_005910.mp4,"This was terrible, I hated every moment.",0
sample_008313,data/raw/audio\sample_008313.wav,data/raw/video\sample_008313.mp4,"It was okay, not great but not bad either.",1
sample_003100,data/raw/audio\sample_003100.wav,data/raw/video\sample_003100.mp4,"Awful experience, not worth watching.",0
sample_005703,data/raw/audio\sample_005703.wav,data/raw/video\sample_005703.mp4,"Wonderful, exceeded all expectations!",2
sample_003898,data/raw/audio\sample_003898.wav,data/raw/video\sample_003898.mp4,"An average performance, could be better.",1
sample_005440,data/raw/audio\sample_005440.wav,data/raw/video\sample_005440.mp4,Mediocre storyline but decent acting.,1
sample_007930,data/raw/audio\sample_007930.wav,data/raw/video\sample_007930.mp4,"This was terrible, I hated every moment.",0
sample_000621,data/raw/audio\sample_000621.wav,data/raw/video\sample_000621.mp4,"Completely disappointed, waste of time.",0
sample_007235,data/raw/audio\sample_007235.wav,data/raw/video\sample_007235.mp4,"It was okay, not great but not bad either.",1
sample_002498,data/raw/audio\sample_002498.wav,data/raw/video\sample_002498.mp4,Mediocre storyline but decent acting.,1
sample_000713,data/raw/audio\sample_000713.wav,data/raw/video\sample_000713.mp4,"An average performance, could be better.",1
sample_008403,data/raw/audio\sample_008403.wav,data/raw/video\sample_008403.mp4,Mediocre storyline but decent acting.,1
sample_002855,data/raw/audio\sample_002855.wav,data/raw/video\sample_002855.mp4,"Awful experience, not worth watching.",0
sample_004269,data/raw/audio\sample_004269.wav,data/raw/video\sample_004269.mp4,"An average performance, could be better.",1
sample_002908,data/raw/audio\sample_002908.wav,data/raw/video\sample_002908.mp4,"An average performance, could be better.",1
sample_008080,data/raw/audio\sample_008080.wav,data/raw/video\sample_008080.mp4,"It was okay, not great but not bad either.",1
sample_004516,data/raw/audio\sample_004516.wav,data/raw/video\sample_004516.mp4,"An average performance, could be better.",1
sample_001261,data/raw/audio\sample_001261.wav,data/raw/video\sample_001261.mp4,"This was terrible, I hated every moment.",0
sample_003160,data/raw/audio\sample_003160.wav,data/raw/video\sample_003160.mp4,"Great film, emotional and powerful.",2
sample_000970,data/raw/audio\sample_000970.wav,data/raw/video\sample_000970.mp4,"Awful experience, not worth watching.",0
sample_003912,data/raw/audio\sample_003912.wav,data/raw/video\sample_003912.mp4,"An average performance, could be better.",1
sample_005198,data/raw/audio\sample_005198.wav,data/raw/video\sample_005198.mp4,"Wonderful, exceeded all expectations!",2
sample_008846,data/raw/audio\sample_008846.wav,data/raw/video\sample_008846.mp4,"Wonderful, exceeded all expectations!",2
sample_000259,data/raw/audio\sample_000259.wav,data/raw/video\sample_000259.mp4,"Great film, emotional and powerful.",2
sample_003790,data/raw/audio\sample_003790.wav,data/raw/video\sample_003790.mp4,"Awful experience, not worth watching.",0
sample_009202,data/raw/audio\sample_009202.wav,data/raw/video\sample_009202.mp4,"Absolutely loved it, fantastic experience!",2
sample_000487,data/raw/audio\sample_000487.wav,data/raw/video\sample_000487.mp4,"Wonderful, exceeded all expectations!",2
sample_007907,data/raw/audio\sample_007907.wav,data/raw/video\sample_007907.mp4,"Wonderful, exceeded all expectations!",2
sample_000518,data/raw/audio\sample_000518.wav,data/raw/video\sample_000518.mp4,"An average performance, could be better.",1
sample_008342,data/raw/audio\sample_008342.wav,data/raw/video\sample_008342.mp4,Mediocre storyline but decent acting.,1
sample_000311,data/raw/audio\sample_000311.wav,data/raw/video\sample_000311.mp4,Mediocre storyline but decent acting.,1
sample_003231,data/raw/audio\sample_003231.wav,data/raw/video\sample_003231.mp4,"Absolutely loved it, fantastic experience!",2
sample_007932,data/raw/audio\sample_007932.wav,data/raw/video\sample_007932.mp4,"Great film, emotional and powerful.",2
sample_007457,data/raw/audio\sample_007457.wav,data/raw/video\sample_007457.mp4,"Great film, emotional and powerful.",2
sample_009783,data/raw/audio\sample_009783.wav,data/raw/video\sample_009783.mp4,"An average performance, could be better.",1
sample_005183,data/raw/audio\sample_005183.wav,data/raw/video\sample_005183.mp4,"Wonderful, exceeded all expectations!",2
sample_008076,data/raw/audio\sample_008076.wav,data/raw/video\sample_008076.mp4,"Absolutely loved it, fantastic experience!",2
sample_006501,data/raw/audio\sample_006501.wav,data/raw/video\sample_006501.mp4,"An average performance, could be better.",1
sample_006790,data/raw/audio\sample_006790.wav,data/raw/video\sample_006790.mp4,"It was okay, not great but not bad either.",1
sample_007772,data/raw/audio\sample_007772.wav,data/raw/video\sample_007772.mp4,"Wonderful, exceeded all expectations!",2
sample_002737,data/raw/audio\sample_002737.wav,data/raw/video\sample_002737.mp4,"Absolutely loved it, fantastic experience!",2
sample_007841,data/raw/audio\sample_007841.wav,data/raw/video\sample_007841.mp4,"Awful experience, not worth watching.",0
sample_006261,data/raw/audio\sample_006261.wav,data/raw/video\sample_006261.mp4,"Awful experience, not worth watching.",0
sample_008205,data/raw/audio\sample_008205.wav,data/raw/video\sample_008205.mp4,"This was terrible, I hated every moment.",0
sample_001247,data/raw/audio\sample_001247.wav,data/raw/video\sample_001247.mp4,"This was terrible, I hated every moment.",0
sample_009335,data/raw/audio\sample_009335.wav,data/raw/video\sample_009335.mp4,"An average performance, could be better.",1
sample_004194,data/raw/audio\sample_004194.wav,data/raw/video\sample_004194.mp4,"An average performance, could be better.",1
sample_008000,data/raw/audio\sample_008000.wav,data/raw/video\sample_008000.mp4,"This was terrible, I hated every moment.",0
sample_007377,data/raw/audio\sample_007377.wav,data/raw/video\sample_007377.mp4,"Wonderful, exceeded all expectations!",2
sample_003434,data/raw/audio\sample_003434.wav,data/raw/video\sample_003434.mp4,Mediocre storyline but decent acting.,1
sample_005381,data/raw/audio\sample_005381.wav,data/raw/video\sample_005381.mp4,"It was okay, not great but not bad either.",1
sample_000958,data/raw/audio\sample_000958.wav,data/raw/video\sample_000958.mp4,"It was okay, not great but not bad either.",1
sample_000416,data/raw/audio\sample_000416.wav,data/raw/video\sample_000416.mp4,"It was okay, not great but not bad either.",1
sample_005741,data/raw/audio\sample_005741.wav,data/raw/video\sample_005741.mp4,"It was okay, not great but not bad either.",1
sample_006727,data/raw/audio\sample_006727.wav,data/raw/video\sample_006727.mp4,"Absolutely loved it, fantastic experience!",2
sample_004381,data/raw/audio\sample_004381.wav,data/raw/video\sample_004381.mp4,"It was okay, not great but not bad either.",1
sample_005196,data/raw/audio\sample_005196.wav,data/raw/video\sample_005196.mp4,"Absolutely loved it, fantastic experience!",2
sample_001112,data/raw/audio\sample_001112.wav,data/raw/video\sample_001112.mp4,"Awful experience, not worth watching.",0
sample_002688,data/raw/audio\sample_002688.wav,data/raw/video\sample_002688.mp4,"It was okay, not great but not bad either.",1
sample_006472,data/raw/audio\sample_006472.wav,data/raw/video\sample_006472.mp4,"An average performance, could be better.",1
sample_008819,data/raw/audio\sample_008819.wav,data/raw/video\sample_008819.mp4,"Awful experience, not worth watching.",0
sample_007807,data/raw/audio\sample_007807.wav,data/raw/video\sample_007807.mp4,"Awful experience, not worth watching.",0
sample_003410,data/raw/audio\sample_003410.wav,data/raw/video\sample_003410.mp4,Mediocre storyline but decent acting.,1
sample_000080,data/raw/audio\sample_000080.wav,data/raw/video\sample_000080.mp4,"Awful experience, not worth watching.",0
sample_004613,data/raw/audio\sample_004613.wav,data/raw/video\sample_004613.mp4,"Great film, emotional and powerful.",2
sample_001373,data/raw/audio\sample_001373.wav,data/raw/video\sample_001373.mp4,"Great film, emotional and powerful.",2
sample_001509,data/raw/audio\sample_001509.wav,data/raw/video\sample_001509.mp4,"An average performance, could be better.",1
